Journal name,Article/Patent Title,DOI/Pantent number,Article/Patent,Cell line name,Assay name,Standard Type,SMILES,Standard Relation,Standard Value,Standard Units
EUROPEAN JOURNAL OF MEDICINAL CHEMISTRY,"Design, Synthesis and Structure?activity Relationship Studies of GPR40 Agonists Containing Amide Linker",10.1016/j.ejmech.2018.04.023,Article,HEK293,Calcium mobilization assay,EC50,O=C(C1=CC=C(COC2=CC=C(C(CC(O[H])=O)CO3)C3=C2)O1)N4CCC5=C(C=CC=C5)C4,=,0.5,¦ÌM
EUROPEAN JOURNAL OF MEDICINAL CHEMISTRY,"Design, Synthesis and Structure?activity Relationship Studies of GPR40 Agonists Containing Amide Linker",10.1016/j.ejmech.2018.04.023,Article,HEK293,Calcium mobilization assay,EC50,O=C(C1=NC=C(COC2=CC=C(C(CC(O[H])=O)CO3)C3=C2)S1)N4CCC5=C(C=CC=C5)C4,=,0.531,¦ÌM
EUROPEAN JOURNAL OF MEDICINAL CHEMISTRY,"Design, Synthesis and Structure?activity Relationship Studies of GPR40 Agonists Containing Amide Linker",10.1016/j.ejmech.2018.04.023,Article,HEK293,Calcium mobilization assay,EC50,O=C(C1=CC=C(COC2=CC=C(C(CC(O[H])=O)CO3)C3=C2)C=C1)N4CCC5=C(C=CC=C5)C4,=,0.106,¦ÌM
EUROPEAN JOURNAL OF MEDICINAL CHEMISTRY,"Design, Synthesis and Structure?activity Relationship Studies of GPR40 Agonists Containing Amide Linker",10.1016/j.ejmech.2018.04.023,Article,HEK293,Calcium mobilization assay,EC50,[H]N(C1C2=C(C=CC=C2)CCC1)C(C3=CC=C(COC4=CC=C(C(CC(O[H])=O)CO5)C5=C4)C=C3)=O,=,0.042,¦ÌM
EUROPEAN JOURNAL OF MEDICINAL CHEMISTRY,"Design, Synthesis and Structure?activity Relationship Studies of GPR40 Agonists Containing Amide Linker",10.1016/j.ejmech.2018.04.023,Article,HEK293,Calcium mobilization assay,EC50,[H]N(C1C2=C(C=CC=C2)CCC1)C(C3=NC=C(COC4=CC=C(C(CC(O[H])=O)CO5)C5=C4)S3)=O,=,0.114,¦ÌM
EUROPEAN JOURNAL OF MEDICINAL CHEMISTRY,"Design, Synthesis and Structure?activity Relationship Studies of GPR40 Agonists Containing Amide Linker",10.1016/j.ejmech.2018.04.023,Article,HEK293,Calcium mobilization assay,EC50,[H]N(C1C2=C(C=CC=C2)CCC1)C(C3=CC=C(COC4=CC=C(C(CC(O[H])=O)CO5)C5=C4)O3)=O,=,0.133,¦ÌM
BIOORGANIC & MEDICINAL CHEMISTRY LETTERS,"Design, synthesis and biological evaluation of a series of novel GPR40 agonists containing nitrogen heterocyclic rings",10.1016/j.bmcl.2018.07.048,Article,HEK293E,Luciferase activity,EC50,O=C(O[H])C[C@H]1C2=CC=C(C=C2OC1)OCC3=CC=CC(C4=C5C(CN(CC6=CC=CC=C6)CC5)=CC=C4)=C3,=,5.4,¦ÌM
BIOORGANIC & MEDICINAL CHEMISTRY LETTERS,"Design, synthesis and biological evaluation of a series of novel GPR40 agonists containing nitrogen heterocyclic rings",10.1016/j.bmcl.2018.07.048,Article,HEK293E,Luciferase activity,EC50,O=C(O[H])C[C@H]1C2=CC=C(C=C2OC1)OCC3=CC=CC(C4=C5C(CN(C(C6=CC=CC=C6)=O)CC5)=CC=C4)=C3,=,2.2,¦ÌM
BIOORGANIC & MEDICINAL CHEMISTRY LETTERS,"Design, synthesis and biological evaluation of a series of novel GPR40 agonists containing nitrogen heterocyclic rings",10.1016/j.bmcl.2018.07.048,Article,HEK293E,Luciferase activity,EC50,O=C(O[H])C[C@H]1C2=CC=C(C=C2OC1)OCC3=CC=CC(C(C=C4)=CC5=C4CN(CC6=CC=CC=C6)CC5)=C3,=,1.2,¦ÌM
BIOORGANIC & MEDICINAL CHEMISTRY LETTERS,"Design, synthesis and biological evaluation of a series of novel GPR40 agonists containing nitrogen heterocyclic rings",10.1016/j.bmcl.2018.07.048,Article,HEK293E,Luciferase activity,EC50,O=C(O[H])C[C@H]1C2=CC=C(C=C2OC1)OCC3=CC=CC(C(C=C4)=CC5=C4CN(CCC6=CC=CC=C6)CC5)=C3,=,4,¦ÌM
BIOORGANIC & MEDICINAL CHEMISTRY LETTERS,"Design, synthesis and biological evaluation of a series of novel GPR40 agonists containing nitrogen heterocyclic rings",10.1016/j.bmcl.2018.07.048,Article,HEK293E,Luciferase activity,EC50,O=C(O[H])C[C@@H]1COC2=CC(OCC3=CC=CC(C(C=C4)=CC5=C4CCN(CC6=CC=CC=C6)C5)=C3)=CC=C12,=,0.8,¦ÌM
BIOORGANIC & MEDICINAL CHEMISTRY LETTERS,"Design, synthesis and biological evaluation of a series of novel GPR40 agonists containing nitrogen heterocyclic rings",10.1016/j.bmcl.2018.07.048,Article,HEK293E,Luciferase activity,EC50,O=C(C[C@@H]1COC2=CC(OCC3=CC=CC(C4=CC5=C(C=C4)CN(CC6=CC=CC=C6)C5)=C3)=CC=C12)O[H],=,3,¦ÌM
BIOORGANIC & MEDICINAL CHEMISTRY LETTERS,"Design, synthesis and biological evaluation of a series of novel GPR40 agonists containing nitrogen heterocyclic rings",10.1016/j.bmcl.2018.07.048,Article,HEK293E,Luciferase activity,EC50,O=C(O[H])CC(C)(C)C1=CC=C(C=C1)OCC2=CC=CC(C3=C4C(CN(CC5=CC=CC=C5)CC4)=CC=C3)=C2,=,0.8,¦ÌM
JOURNAL OF MEDICINAL CHEMISTRY,Discovery of Pyrrolidine-Containing GPR40 Agonists: Stereochemistry Effects a Change in Binding Mode,10.1021/acs.jmedchem.6b01559,Article,CHO,Ca2+ FLIPR assay,EC50,ClC1=CC=C(COC(C=C2)=CC=C2N3[C@@H](CC3)CC(O[H])=O)C(Cl)=C1,=,0.26,¦ÌM
JOURNAL OF MEDICINAL CHEMISTRY,Discovery of Pyrrolidine-Containing GPR40 Agonists: Stereochemistry Effects a Change in Binding Mode,10.1021/acs.jmedchem.6b01559,Article,CHO,Ca2+ FLIPR assay,EC50,ClC1=CC=C(COC(C=C2)=CC=C2N3[C@H](CC3)CC(O[H])=O)C(Cl)=C1,=,13,¦ÌM
JOURNAL OF MEDICINAL CHEMISTRY,Discovery of Pyrrolidine-Containing GPR40 Agonists: Stereochemistry Effects a Change in Binding Mode,10.1021/acs.jmedchem.6b01559,Article,CHO,Ca2+ FLIPR assay,EC50,ClC1=CC=C(COC(C=C2)=CC=C2N(CCC3)[C@@H]3CC(O[H])=O)C(Cl)=C1,=,0.34,¦ÌM
JOURNAL OF MEDICINAL CHEMISTRY,Discovery of Pyrrolidine-Containing GPR40 Agonists: Stereochemistry Effects a Change in Binding Mode,10.1021/acs.jmedchem.6b01559,Article,CHO,Ca2+ FLIPR assay,EC50,ClC1=CC=C(COC(C=C2)=CC=C2N(CCC3)[C@H]3CC(O[H])=O)C(Cl)=C1,=,0.88,¦ÌM
JOURNAL OF MEDICINAL CHEMISTRY,Discovery of Pyrrolidine-Containing GPR40 Agonists: Stereochemistry Effects a Change in Binding Mode,10.1021/acs.jmedchem.6b01559,Article,CHO,Ca2+ FLIPR assay,EC50,ClC1=CC=C(COC(C=C2)=CC=C2N(CCCC3)[C@@H]3CC(O[H])=O)C(Cl)=C1,>,33,¦ÌM
JOURNAL OF MEDICINAL CHEMISTRY,Discovery of Pyrrolidine-Containing GPR40 Agonists: Stereochemistry Effects a Change in Binding Mode,10.1021/acs.jmedchem.6b01559,Article,CHO,Ca2+ FLIPR assay,EC50,ClC1=CC=C(COC(C=C2)=CC=C2N(CCCC3)[C@H]3CC(O[H])=O)C(Cl)=C1,>,17,¦ÌM
JOURNAL OF MEDICINAL CHEMISTRY,Discovery of Pyrrolidine-Containing GPR40 Agonists: Stereochemistry Effects a Change in Binding Mode,10.1021/acs.jmedchem.6b01559,Article,CHO,Ca2+ FLIPR assay,EC50,ClC1=CC=C(COC(C=C2)=CC=C2N(CCCCC3)[C@@H]3CC(O[H])=O)C(Cl)=C1,=,6.4,¦ÌM
JOURNAL OF MEDICINAL CHEMISTRY,Discovery of Pyrrolidine-Containing GPR40 Agonists: Stereochemistry Effects a Change in Binding Mode,10.1021/acs.jmedchem.6b01559,Article,CHO,Ca2+ FLIPR assay,EC50,ClC1=CC=C(COC(C=C2)=CC=C2N(CCCCC3)[C@H]3CC(O[H])=O)C(Cl)=C1,=,11,¦ÌM
JOURNAL OF MEDICINAL CHEMISTRY,Discovery of Pyrrolidine-Containing GPR40 Agonists: Stereochemistry Effects a Change in Binding Mode,10.1021/acs.jmedchem.6b01559,Article,CHO,Ca2+ FLIPR assay,EC50,ClC1=CC=C(COC(C=N2)=CC=C2N(CCC3)[C@@H]3CC(O[H])=O)C(Cl)=C1,=,0.22,¦ÌM
JOURNAL OF MEDICINAL CHEMISTRY,Discovery of Pyrrolidine-Containing GPR40 Agonists: Stereochemistry Effects a Change in Binding Mode,10.1021/acs.jmedchem.6b01559,Article,CHO,Ca2+ FLIPR assay,EC50,ClC1=CC=C(COC(C=C2C)=CC=C2N(CCC3)[C@@H]3CC(O[H])=O)C(Cl)=C1,=,8.9,¦ÌM
JOURNAL OF MEDICINAL CHEMISTRY,Discovery of Pyrrolidine-Containing GPR40 Agonists: Stereochemistry Effects a Change in Binding Mode,10.1021/acs.jmedchem.6b01559,Article,CHO,Ca2+ FLIPR assay,EC50,CC1=CC=CC=C1COC(C=C2)=CC=C2N(CCC3)[C@@H]3CC(O[H])=O,=,0.19,¦ÌM
JOURNAL OF MEDICINAL CHEMISTRY,Discovery of Pyrrolidine-Containing GPR40 Agonists: Stereochemistry Effects a Change in Binding Mode,10.1021/acs.jmedchem.6b01559,Article,CHO,Ca2+ FLIPR assay,EC50,CC1=CC=CC=C1COC(N=C2)=CC=C2N(CCC3)[C@@H]3CC(O[H])=O,=,0.45,¦ÌM
JOURNAL OF MEDICINAL CHEMISTRY,Discovery of Pyrrolidine-Containing GPR40 Agonists: Stereochemistry Effects a Change in Binding Mode,10.1021/acs.jmedchem.6b01559,Article,CHO,Ca2+ FLIPR assay,EC50,CC1=CC=CC=C1COC(C(C)=C2)=CC=C2N(CCC3)[C@@H]3CC(O[H])=O,>,33,¦ÌM
JOURNAL OF MEDICINAL CHEMISTRY,Discovery of Pyrrolidine-Containing GPR40 Agonists: Stereochemistry Effects a Change in Binding Mode,10.1021/acs.jmedchem.6b01559,Article,CHO,Ca2+ FLIPR assay,EC50,O=C(O[H])C[C@H]1N(C2=CC=C(C=C2)COC3=CC=CC=C3C)CCC1,=,0.19,¦ÌM
JOURNAL OF MEDICINAL CHEMISTRY,Discovery of Pyrrolidine-Containing GPR40 Agonists: Stereochemistry Effects a Change in Binding Mode,10.1021/acs.jmedchem.6b01559,Article,CHO,Ca2+ FLIPR assay,EC50,O=C(O[H])C[C@H]1N(C2=CC=C(C=C2)CC3=C(C)C=CC=C3)CCC1,=,0.15,¦ÌM
JOURNAL OF MEDICINAL CHEMISTRY,Discovery of Pyrrolidine-Containing GPR40 Agonists: Stereochemistry Effects a Change in Binding Mode,10.1021/acs.jmedchem.6b01559,Article,CHO,Ca2+ FLIPR assay,EC50,O=C(O[H])C[C@H]1N(C2=CC=C(C=C2)OC3=C(C)C=CC=C3)CCC1,=,0.74,¦ÌM
JOURNAL OF MEDICINAL CHEMISTRY,Discovery of Pyrrolidine-Containing GPR40 Agonists: Stereochemistry Effects a Change in Binding Mode,10.1021/acs.jmedchem.6b01559,Article,CHO,Ca2+ FLIPR assay,EC50,O=C(O[H])C[C@H]1N(C2=CC=C(C=C2)SC3=C(C)C=CC=C3)CCC1,=,0.57,¦ÌM
JOURNAL OF MEDICINAL CHEMISTRY,Discovery of Pyrrolidine-Containing GPR40 Agonists: Stereochemistry Effects a Change in Binding Mode,10.1021/acs.jmedchem.6b01559,Article,CHO,Ca2+ FLIPR assay,EC50,O=C(O[H])C[C@H]1N(C2=CC=C(C=C2)S(C3=C(C)C=CC=C3)(=O)=O)CCC1,>,33,¦ÌM
JOURNAL OF MEDICINAL CHEMISTRY,Discovery of Pyrrolidine-Containing GPR40 Agonists: Stereochemistry Effects a Change in Binding Mode,10.1021/acs.jmedchem.6b01559,Article,CHO,Ca2+ FLIPR assay,EC50,O=C(O[H])C[C@H]1N(C2=CC=C(C=C2)C(C3=C(C)C=CC=C3)=O)CCC1,=,4.6,¦ÌM
JOURNAL OF MEDICINAL CHEMISTRY,Discovery of Pyrrolidine-Containing GPR40 Agonists: Stereochemistry Effects a Change in Binding Mode,10.1021/acs.jmedchem.6b01559,Article,CHO,Ca2+ FLIPR assay,EC50,O=C(O[H])C[C@H]1N(C2=CC=C(C=C2)OC3=CC=CC=C3)CCC1,=,0.56,¦ÌM
JOURNAL OF MEDICINAL CHEMISTRY,Discovery of Pyrrolidine-Containing GPR40 Agonists: Stereochemistry Effects a Change in Binding Mode,10.1021/acs.jmedchem.6b01559,Article,CHO,Ca2+ FLIPR assay,EC50,O=C(O[H])C[C@H]1N(C2=CC=C(C=C2)OC3=C(Cl)C=C(Cl)C=C3)CCC1,=,0.36,¦ÌM
JOURNAL OF MEDICINAL CHEMISTRY,Discovery of Pyrrolidine-Containing GPR40 Agonists: Stereochemistry Effects a Change in Binding Mode,10.1021/acs.jmedchem.6b01559,Article,CHO,Ca2+ FLIPR assay,EC50,O=C(O[H])C[C@H]1N(C2=CC=C(C=C2)OC3=C(F)C=CC=C3)CCC1,=,0.15,¦ÌM
JOURNAL OF MEDICINAL CHEMISTRY,Discovery of Pyrrolidine-Containing GPR40 Agonists: Stereochemistry Effects a Change in Binding Mode,10.1021/acs.jmedchem.6b01559,Article,CHO,Ca2+ FLIPR assay,EC50,O=C(O[H])C[C@H]1N(C2=CC=C(C=C2)OC3=C(OCC)C=CC=C3)CCC1,=,1.7,¦ÌM
JOURNAL OF MEDICINAL CHEMISTRY,Discovery of Pyrrolidine-Containing GPR40 Agonists: Stereochemistry Effects a Change in Binding Mode,10.1021/acs.jmedchem.6b01559,Article,CHO,Ca2+ FLIPR assay,EC50,O=C(O[H])C[C@H]1N(C2=CC=C(C=C2)OC3=CC(C)=CC=C3)CCC1,=,0.26,¦ÌM
JOURNAL OF MEDICINAL CHEMISTRY,Discovery of Pyrrolidine-Containing GPR40 Agonists: Stereochemistry Effects a Change in Binding Mode,10.1021/acs.jmedchem.6b01559,Article,CHO,Ca2+ FLIPR assay,EC50,O=C(O[H])C[C@H]1N(C2=CC=C(C=C2)OC3=C(C(C)(C)C)C=CC=C3)CCC1,=,6.5,¦ÌM
JOURNAL OF MEDICINAL CHEMISTRY,Discovery of Pyrrolidine-Containing GPR40 Agonists: Stereochemistry Effects a Change in Binding Mode,10.1021/acs.jmedchem.6b01559,Article,CHO,Ca2+ FLIPR assay,EC50,O=C(O[H])C[C@H]1N(C2=CC=C(C=C2)OC3=C(C4=CC=CC=C4)C=CC=C3)CCC1,=,3.5,¦ÌM
JOURNAL OF MEDICINAL CHEMISTRY,Discovery of Pyrrolidine-Containing GPR40 Agonists: Stereochemistry Effects a Change in Binding Mode,10.1021/acs.jmedchem.6b01559,Article,CHO,Ca2+ FLIPR assay,EC50,O=C(O[H])C[C@H]1N(C2=CC=C(C=C2)OC3=CC(Cl)=CC=C3)CCC1,=,0.68,¦ÌM
JOURNAL OF MEDICINAL CHEMISTRY,Discovery of Pyrrolidine-Containing GPR40 Agonists: Stereochemistry Effects a Change in Binding Mode,10.1021/acs.jmedchem.6b01559,Article,CHO,Ca2+ FLIPR assay,EC50,O=C(O[H])C[C@H]1N(C2=CC=C(C=C2)OC3=CC(N(C)C)=CC=C3)CCC1,=,1.3,¦ÌM
JOURNAL OF MEDICINAL CHEMISTRY,Discovery of Pyrrolidine-Containing GPR40 Agonists: Stereochemistry Effects a Change in Binding Mode,10.1021/acs.jmedchem.6b01559,Article,CHO,Ca2+ FLIPR assay,EC50,O=C(O[H])C[C@H]1N(C2=CC=C(C=C2)OC3=CC=C(C)C=C3)CCC1,=,0.49,¦ÌM
JOURNAL OF MEDICINAL CHEMISTRY,Discovery of Pyrrolidine-Containing GPR40 Agonists: Stereochemistry Effects a Change in Binding Mode,10.1021/acs.jmedchem.6b01559,Article,CHO,Ca2+ FLIPR assay,EC50,O=C(O[H])C[C@H]1N(C2=CC=C(C=C2)OC3=CC=C(Cl)C=C3)CCC1,=,0.29,¦ÌM
JOURNAL OF MEDICINAL CHEMISTRY,Discovery of Pyrrolidine-Containing GPR40 Agonists: Stereochemistry Effects a Change in Binding Mode,10.1021/acs.jmedchem.6b01559,Article,CHO,Ca2+ FLIPR assay,EC50,O=C(O[H])C[C@H]1N(C2=CC=C(C=C2)OC3=CC=C(OC)C=C3)CCC1,=,0.52,¦ÌM
JOURNAL OF MEDICINAL CHEMISTRY,Discovery of Pyrrolidine-Containing GPR40 Agonists: Stereochemistry Effects a Change in Binding Mode,10.1021/acs.jmedchem.6b01559,Article,CHO,Ca2+ FLIPR assay,EC50,O=C(O[H])C[C@@]1(C)N(C2=CC=C(C=C2)CC3=C(C)C=CC=C3)CCC1,>,33,¦ÌM
JOURNAL OF MEDICINAL CHEMISTRY,Discovery of Pyrrolidine-Containing GPR40 Agonists: Stereochemistry Effects a Change in Binding Mode,10.1021/acs.jmedchem.6b01559,Article,CHO,Ca2+ FLIPR assay,EC50,O=C(O[H])C[C@H]1N(C2=CC=C(C=C2)CC3=C(C)C=CC=C3)CC[C@@H]1C,=,0.12,¦ÌM
JOURNAL OF MEDICINAL CHEMISTRY,Discovery of Pyrrolidine-Containing GPR40 Agonists: Stereochemistry Effects a Change in Binding Mode,10.1021/acs.jmedchem.6b01559,Article,CHO,Ca2+ FLIPR assay,EC50,O=C(O[H])C[C@H]1N(C2=CC=C(C=C2)CC3=C(C)C=CC=C3)CC[C@@H]1C4=CC=CC=C4,=,11,¦ÌM
JOURNAL OF MEDICINAL CHEMISTRY,Discovery of Pyrrolidine-Containing GPR40 Agonists: Stereochemistry Effects a Change in Binding Mode,10.1021/acs.jmedchem.6b01559,Article,CHO,Ca2+ FLIPR assay,EC50,O=C(O[H])C[C@H]1N(C2=CC=C(C=C2)CC3=C(C)C=CC=C3)C[C@@H](C)C1,=,0.14,¦ÌM
JOURNAL OF MEDICINAL CHEMISTRY,Discovery of Pyrrolidine-Containing GPR40 Agonists: Stereochemistry Effects a Change in Binding Mode,10.1021/acs.jmedchem.6b01559,Article,CHO,Ca2+ FLIPR assay,EC50,O=C(O[H])C[C@H]1N(C2=CC=C(C=C2)CC3=C(C)C=CC=C3)C[C@@H](F)C1,=,0.074,¦ÌM
JOURNAL OF MEDICINAL CHEMISTRY,Discovery of Pyrrolidine-Containing GPR40 Agonists: Stereochemistry Effects a Change in Binding Mode,10.1021/acs.jmedchem.6b01559,Article,CHO,Ca2+ FLIPR assay,EC50,O=C(O[H])C[C@H]1N(C2=CC=C(C=C2)CC3=C(C)C=CC=C3)C[C@@H](C(F)(F)F)C1,=,0.067,¦ÌM
JOURNAL OF MEDICINAL CHEMISTRY,Discovery of Pyrrolidine-Containing GPR40 Agonists: Stereochemistry Effects a Change in Binding Mode,10.1021/acs.jmedchem.6b01559,Article,CHO,Ca2+ FLIPR assay,EC50,O=C(O[H])C[C@H]1N(C2=CC=C(C=C2)OC3=C(C)C=CC=C3)C[C@@H](C(F)(F)F)C1,=,0.073,¦ÌM
JOURNAL OF MEDICINAL CHEMISTRY,Discovery of Pyrrolidine-Containing GPR40 Agonists: Stereochemistry Effects a Change in Binding Mode,10.1021/acs.jmedchem.6b01559,Article,CHO,Ca2+ FLIPR assay,EC50,O=C(O[H])C[C@H]1N(C2=CC=C(C=C2)OC3=C(C)C=CC=C3)C[C@@H](OC)C1,=,2.3,¦ÌM
JOURNAL OF MEDICINAL CHEMISTRY,Discovery of Pyrrolidine-Containing GPR40 Agonists: Stereochemistry Effects a Change in Binding Mode,10.1021/acs.jmedchem.6b01559,Article,CHO,Ca2+ FLIPR assay,EC50,O=C(O[H])C[C@H]1N(C2=CC=C(C=C2)CC3=C(C)C=CC=C3)C[C@@H](C4=CC=CC=C4)C1,>,17,¦ÌM
JOURNAL OF MEDICINAL CHEMISTRY,Discovery of Pyrrolidine-Containing GPR40 Agonists: Stereochemistry Effects a Change in Binding Mode,10.1021/acs.jmedchem.6b01559,Article,CHO,Ca2+ FLIPR assay,EC50,O=C(O[H])C[C@H]1N(C2=CC=C(C=C2)CC3=C(C)C=CC=C3)[C@@H](C)CC1,=,6.2,¦ÌM
JOURNAL OF MEDICINAL CHEMISTRY,Discovery of Pyrrolidine-Containing GPR40 Agonists: Stereochemistry Effects a Change in Binding Mode,10.1021/acs.jmedchem.6b01559,Article,CHO,Ca2+ FLIPR assay,EC50,O=C(O[H])C[C@H]1N(C2=CC=C(C=C2)OC3=C(C(F)(F)F)C=CC=C3)C[C@@H](C(F)(F)F)C1,=,0.31,¦ÌM
JOURNAL OF MEDICINAL CHEMISTRY,Discovery of Pyrrolidine-Containing GPR40 Agonists: Stereochemistry Effects a Change in Binding Mode,10.1021/acs.jmedchem.6b01559,Article,CHO,Ca2+ FLIPR assay,EC50,O=C(O[H])C[C@H]1N(C2=CC=C(C=C2)OC3=C(OC(F)(F)F)C=CC=C3)C[C@@H](C(F)(F)F)C1,=,0.17,¦ÌM
JOURNAL OF MEDICINAL CHEMISTRY,Discovery of Pyrrolidine-Containing GPR40 Agonists: Stereochemistry Effects a Change in Binding Mode,10.1021/acs.jmedchem.6b01559,Article,CHO,Ca2+ FLIPR assay,EC50,O=C(O[H])C[C@H]1N(C2=CC=C(C=C2)OC3=C(C)C=C(OCC4=CC=CC=C4)C=C3)C[C@@H](C(F)(F)F)C1,=,0.12,¦ÌM
JOURNAL OF MEDICINAL CHEMISTRY,Discovery of Pyrrolidine-Containing GPR40 Agonists: Stereochemistry Effects a Change in Binding Mode,10.1021/acs.jmedchem.6b01559,Article,CHO,Ca2+ FLIPR assay,EC50,O=C(O[H])C[C@H]1N(C2=CC=C(C=C2)OC3=C(C)C=C(OC)C=C3)C[C@@H](C(F)(F)F)C1,=,0.055,¦ÌM
JOURNAL OF MEDICINAL CHEMISTRY,Discovery of Pyrrolidine-Containing GPR40 Agonists: Stereochemistry Effects a Change in Binding Mode,10.1021/acs.jmedchem.6b01559,Article,CHO,Ca2+ FLIPR assay,EC50,O=C(O[H])C[C@H]1N(C2=CC=C(C=C2)OC3=C(C)C(C)=CC=C3)C[C@@H](C(F)(F)F)C1,=,0.11,¦ÌM
JOURNAL OF MEDICINAL CHEMISTRY,Discovery of Pyrrolidine-Containing GPR40 Agonists: Stereochemistry Effects a Change in Binding Mode,10.1021/acs.jmedchem.6b01559,Article,CHO,Ca2+ FLIPR assay,EC50,O=C(O[H])C[C@H]1N(C2=CC=C(C=C2)OC3=C(C)C(Cl)=CC=C3)C[C@@H](C(F)(F)F)C1,=,0.082,¦ÌM
JOURNAL OF MEDICINAL CHEMISTRY,Discovery of Pyrrolidine-Containing GPR40 Agonists: Stereochemistry Effects a Change in Binding Mode,10.1021/acs.jmedchem.6b01559,Article,CHO,Ca2+ FLIPR assay,EC50,O=C(O[H])C[C@H]1N(C2=CC=C(C=C2)OC3=C(C)C=CC=C3C)C[C@@H](C(F)(F)F)C1,=,0.082,¦ÌM
JOURNAL OF MEDICINAL CHEMISTRY,Discovery of Pyrrolidine-Containing GPR40 Agonists: Stereochemistry Effects a Change in Binding Mode,10.1021/acs.jmedchem.6b01559,Article,CHO,Ca2+ FLIPR assay,EC50,O=C(O[H])C[C@H]1N(C2=CC=C(C=C2)OC3=C(C)C(C4=C(F)C=CC(OC)=C4)=CC=C3)CCC1,=,0.31,¦ÌM
JOURNAL OF MEDICINAL CHEMISTRY,Discovery of Pyrrolidine-Containing GPR40 Agonists: Stereochemistry Effects a Change in Binding Mode,10.1021/acs.jmedchem.6b01559,Article,CHO,Ca2+ FLIPR assay,EC50,O=C(O[H])C[C@H]1N(C2=CC=C(C=C2)CC3=C(C)C=C(C4=CC(OC)=CC=C4F)C=C3)CCC1,=,0.22,¦ÌM
JOURNAL OF MEDICINAL CHEMISTRY,Discovery of Pyrrolidine-Containing GPR40 Agonists: Stereochemistry Effects a Change in Binding Mode,10.1021/acs.jmedchem.6b01559,Article,CHO,Ca2+ FLIPR assay,EC50,O=C(O[H])C[C@H]1N(C2=CC=C(C=C2)OC3=C(C)C(C4=C(F)C=CC(OC)=C4)=CC=C3)C[C@@H](C(F)(F)F)C1,=,0.5,¦ÌM
JOURNAL OF MEDICINAL CHEMISTRY,Discovery of Pyrrolidine-Containing GPR40 Agonists: Stereochemistry Effects a Change in Binding Mode,10.1021/acs.jmedchem.6b01559,Article,CHO,Ca2+ FLIPR assay,EC50,O=C(O[H])C[C@H]1N(C2=CC=C(C=C2)OC3=C(C)C=C(C4=CC(OC)=CC=C4F)C=C3)C[C@@H](C(F)(F)F)C1,=,0.49,¦ÌM
JOURNAL OF MEDICINAL CHEMISTRY,"Design, Synthesis, and Biological Activity of Potent and Orally Available G Protein-Coupled Receptor 40 Agonists",10.1021/jm101405t,Article,CHO,Ca2+ Influx Activity,EC50,O=C(O[H])CCC1=CC=C(OCC2=CC=CC=C2)C=C1,=,0.51,¦ÌM
JOURNAL OF MEDICINAL CHEMISTRY,"Design, Synthesis, and Biological Activity of Potent and Orally Available G Protein-Coupled Receptor 40 Agonists",10.1021/jm101405t,Article,CHO,Ca2+ Influx Activity,EC50,O=C(O[H])CCC1=CC=C(OCC2=CC=C(C3=CC=CC=C3)C=C2)C=C1,=,0.3,¦ÌM
JOURNAL OF MEDICINAL CHEMISTRY,"Design, Synthesis, and Biological Activity of Potent and Orally Available G Protein-Coupled Receptor 40 Agonists",10.1021/jm101405t,Article,CHO,Ca2+ Influx Activity,EC50,O=C(O[H])CCC1=CC=C(OCC2=CC=C(OC3=CC=CC=C3)C=C2)C=C1,=,0.31,¦ÌM
JOURNAL OF MEDICINAL CHEMISTRY,"Design, Synthesis, and Biological Activity of Potent and Orally Available G Protein-Coupled Receptor 40 Agonists",10.1021/jm101405t,Article,CHO,Ca2+ Influx Activity,EC50,O=C(O[H])CCC1=CC=C(OCC2=CC=CC=C2C3=CC=CC=C3)C=C1,=,3.6,¦ÌM
JOURNAL OF MEDICINAL CHEMISTRY,"Design, Synthesis, and Biological Activity of Potent and Orally Available G Protein-Coupled Receptor 40 Agonists",10.1021/jm101405t,Article,CHO,Ca2+ Influx Activity,EC50,O=C(O[H])CCC1=CC=C(OCC2=CC=CC=C2OC3=CC=CC=C3)C=C1,=,1.1,¦ÌM
JOURNAL OF MEDICINAL CHEMISTRY,"Design, Synthesis, and Biological Activity of Potent and Orally Available G Protein-Coupled Receptor 40 Agonists",10.1021/jm101405t,Article,CHO,Ca2+ Influx Activity,EC50,O=C(O[H])CCC1=CC=C(OCC2=CC=CC(C3=CC=CC=C3)=C2)C=C1,=,0.26,¦ÌM
JOURNAL OF MEDICINAL CHEMISTRY,"Design, Synthesis, and Biological Activity of Potent and Orally Available G Protein-Coupled Receptor 40 Agonists",10.1021/jm101405t,Article,CHO,Ca2+ Influx Activity,EC50,O=C(O[H])CCC1=CC=C(OCC2=CC=CC(OC3=CC=CC=C3)=C2)C=C1,=,0.034,¦ÌM
JOURNAL OF MEDICINAL CHEMISTRY,"Design, Synthesis, and Biological Activity of Potent and Orally Available G Protein-Coupled Receptor 40 Agonists",10.1021/jm101405t,Article,CHO,Ca2+ Influx Activity,EC50,O=C(O[H])CCC1=CC=C(OCC2=CC=CC(OCC3=CC=CC=C3)=C2)C=C1,=,0.3,¦ÌM
